form,tags
adoubaient,"['imperfect', 'indicative', 'plural', 'third-person']"
adoubais,"['first-person', 'imperfect', 'indicative', 'singular']"
adoubais,"['imperfect', 'indicative', 'second-person', 'singular']"
adoubait,"['imperfect', 'indicative', 'singular', 'third-person']"
adoubant,"['gerund', 'participle', 'present']"
adoubas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
adoubasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
adoubassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
adoubasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
adoubassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
adoubassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
adoube,"['imperative', 'second-person', 'singular']"
adoube,"['indicative', 'present', 'singular', 'third-person']"
adoube,"['first-person', 'present', 'singular', 'subjunctive']"
adoube,"['present', 'singular', 'subjunctive', 'third-person']"
adoube,"['first-person', 'indicative', 'present', 'singular']"
adoubent,"['indicative', 'plural', 'present', 'third-person']"
adoubent,"['plural', 'present', 'subjunctive', 'third-person']"
adouber,['infinitive']
adoubera,"['future', 'indicative', 'singular', 'third-person']"
adouberai,"['first-person', 'future', 'indicative', 'singular']"
adouberaient,"['conditional', 'plural', 'third-person']"
adouberais,"['conditional', 'first-person', 'singular']"
adouberais,"['conditional', 'second-person', 'singular']"
adouberait,"['conditional', 'singular', 'third-person']"
adouberas,"['future', 'indicative', 'second-person', 'singular']"
adouberez,"['future', 'indicative', 'plural', 'second-person']"
adouberiez,"['conditional', 'plural', 'second-person']"
adouberions,"['conditional', 'first-person', 'plural']"
adouberons,"['first-person', 'future', 'indicative', 'plural']"
adouberont,"['future', 'indicative', 'plural', 'third-person']"
adoubes,"['indicative', 'present', 'second-person', 'singular']"
adoubes,"['present', 'second-person', 'singular', 'subjunctive']"
adoubez,"['indicative', 'plural', 'present', 'second-person']"
adoubez,"['imperative', 'plural', 'second-person']"
adoubiez,"['plural', 'present', 'second-person', 'subjunctive']"
adoubiez,"['imperfect', 'indicative', 'plural', 'second-person']"
adoubions,"['first-person', 'imperfect', 'indicative', 'plural']"
adoubions,"['first-person', 'plural', 'present', 'subjunctive']"
adoubons,"['first-person', 'indicative', 'plural', 'present']"
adoubons,"['first-person', 'imperative', 'plural']"
adoubâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
adoubât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
adoubâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
adoubèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
adoubé,"['participle', 'past']"
adoubée,"['feminine', 'singular']"
adoubées,"['feminine', 'plural']"
adoubés,"['masculine', 'plural']"
adouci,"['participle', 'past']"
adoucie,"['feminine', 'singular']"
adoucies,"['feminine', 'plural']"
adoucir,['infinitive']
adoucira,"['future', 'indicative', 'singular', 'third-person']"
adoucirai,"['first-person', 'future', 'indicative', 'singular']"
adouciraient,"['conditional', 'plural', 'third-person']"
adoucirais,"['conditional', 'second-person', 'singular']"
adoucirais,"['conditional', 'first-person', 'singular']"
adoucirait,"['conditional', 'singular', 'third-person']"
adouciras,"['future', 'indicative', 'second-person', 'singular']"
adoucirent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
adoucirez,"['future', 'indicative', 'plural', 'second-person']"
adouciriez,"['conditional', 'plural', 'second-person']"
adoucirions,"['conditional', 'first-person', 'plural']"
adoucirons,"['first-person', 'future', 'indicative', 'plural']"
adouciront,"['future', 'indicative', 'plural', 'third-person']"
adoucis,"['masculine', 'plural']"
adoucis,"['historic', 'indicative', 'past', 'second-person', 'singular']"
adoucis,"['first-person', 'historic', 'indicative', 'past', 'singular']"
adoucis,"['indicative', 'present', 'second-person', 'singular']"
adoucis,"['imperative', 'second-person', 'singular']"
adoucis,"['first-person', 'indicative', 'present', 'singular']"
adoucissaient,"['imperfect', 'indicative', 'plural', 'third-person']"
adoucissais,"['first-person', 'imperfect', 'indicative', 'singular']"
adoucissais,"['imperfect', 'indicative', 'second-person', 'singular']"
adoucissait,"['imperfect', 'indicative', 'singular', 'third-person']"
adoucissant,"['gerund', 'participle', 'present']"
adoucisse,"['first-person', 'present', 'singular', 'subjunctive']"
adoucisse,"['present', 'singular', 'subjunctive', 'third-person']"
adoucisse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
adoucissent,"['plural', 'present', 'subjunctive', 'third-person']"
adoucissent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
adoucissent,"['indicative', 'plural', 'present', 'third-person']"
adoucisses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
adoucisses,"['present', 'second-person', 'singular', 'subjunctive']"
adoucissez,"['indicative', 'plural', 'present', 'second-person']"
adoucissez,"['imperative', 'plural', 'second-person']"
adoucissiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
adoucissiez,"['imperfect', 'indicative', 'plural', 'second-person']"
adoucissiez,"['plural', 'present', 'second-person', 'subjunctive']"
adoucissions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
adoucissions,"['first-person', 'imperfect', 'indicative', 'plural']"
adoucissions,"['first-person', 'plural', 'present', 'subjunctive']"
adoucissons,"['first-person', 'imperative', 'plural']"
adoucissons,"['first-person', 'indicative', 'plural', 'present']"
adoucit,"['historic', 'indicative', 'past', 'singular', 'third-person']"
adoucit,"['indicative', 'present', 'singular', 'third-person']"
adoucîmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
adoucît,"['imperfect', 'singular', 'subjunctive', 'third-person']"
adoucîtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
adressa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
adressai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
adressaient,"['imperfect', 'indicative', 'plural', 'third-person']"
adressais,"['first-person', 'imperfect', 'indicative', 'singular']"
adressais,"['imperfect', 'indicative', 'second-person', 'singular']"
adressait,"['imperfect', 'indicative', 'singular', 'third-person']"
adressant,"['gerund', 'participle', 'present']"
adressas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
adressasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
adressassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
adressasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
adressassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
adressassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
adresse,"['imperative', 'second-person', 'singular']"
adresse,"['present', 'singular', 'subjunctive', 'third-person']"
adresse,"['first-person', 'indicative', 'present', 'singular']"
adresse,"['indicative', 'present', 'singular', 'third-person']"
adresse,"['first-person', 'present', 'singular', 'subjunctive']"
adressent,"['indicative', 'plural', 'present', 'third-person']"
adressent,"['plural', 'present', 'subjunctive', 'third-person']"
adresser,['infinitive']
adresser la parole,
adressera,"['future', 'indicative', 'singular', 'third-person']"
adresserai,"['first-person', 'future', 'indicative', 'singular']"
adresseraient,"['conditional', 'plural', 'third-person']"
adresserais,"['conditional', 'first-person', 'singular']"
adresserais,"['conditional', 'second-person', 'singular']"
adresserait,"['conditional', 'singular', 'third-person']"
adresseras,"['future', 'indicative', 'second-person', 'singular']"
adresserez,"['future', 'indicative', 'plural', 'second-person']"
adresseriez,"['conditional', 'plural', 'second-person']"
adresserions,"['conditional', 'first-person', 'plural']"
adresserons,"['first-person', 'future', 'indicative', 'plural']"
adresseront,"['future', 'indicative', 'plural', 'third-person']"
adresses,"['indicative', 'present', 'second-person', 'singular']"
adresses,"['present', 'second-person', 'singular', 'subjunctive']"
adressez,"['imperative', 'plural', 'second-person']"
adressez,"['indicative', 'plural', 'present', 'second-person']"
adressiez,"['imperfect', 'indicative', 'plural', 'second-person']"
adressiez,"['plural', 'present', 'second-person', 'subjunctive']"
adressions,"['first-person', 'plural', 'present', 'subjunctive']"
adressions,"['first-person', 'imperfect', 'indicative', 'plural']"
adressons,"['first-person', 'indicative', 'plural', 'present']"
adressons,"['first-person', 'imperative', 'plural']"
adressâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
adressât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
adressâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
adressèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
adressé,"['participle', 'past']"
adressée,"['feminine', 'singular']"
adressées,"['feminine', 'plural']"
adressés,"['masculine', 'plural']"
adsorba,"['historic', 'indicative', 'past', 'singular', 'third-person']"
adsorbai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
adsorbaient,"['imperfect', 'indicative', 'plural', 'third-person']"
adsorbais,"['imperfect', 'indicative', 'second-person', 'singular']"
adsorbais,"['first-person', 'imperfect', 'indicative', 'singular']"
adsorbait,"['imperfect', 'indicative', 'singular', 'third-person']"
adsorbant,"['gerund', 'participle', 'present']"
adsorbas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
adsorbasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
adsorbassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
adsorbasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
adsorbassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
adsorbassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
adsorbe,"['first-person', 'present', 'singular', 'subjunctive']"
adsorbe,"['indicative', 'present', 'singular', 'third-person']"
adsorbe,"['first-person', 'indicative', 'present', 'singular']"
adsorbe,"['present', 'singular', 'subjunctive', 'third-person']"
adsorbe,"['imperative', 'second-person', 'singular']"
adsorbent,"['indicative', 'plural', 'present', 'third-person']"
adsorbent,"['plural', 'present', 'subjunctive', 'third-person']"
adsorber,['infinitive']
adsorbera,"['future', 'indicative', 'singular', 'third-person']"
adsorberai,"['first-person', 'future', 'indicative', 'singular']"
adsorberaient,"['conditional', 'plural', 'third-person']"
adsorberais,"['conditional', 'first-person', 'singular']"
adsorberais,"['conditional', 'second-person', 'singular']"
adsorberait,"['conditional', 'singular', 'third-person']"
adsorberas,"['future', 'indicative', 'second-person', 'singular']"
adsorberez,"['future', 'indicative', 'plural', 'second-person']"
adsorberiez,"['conditional', 'plural', 'second-person']"
adsorberions,"['conditional', 'first-person', 'plural']"
adsorberons,"['first-person', 'future', 'indicative', 'plural']"
adsorberont,"['future', 'indicative', 'plural', 'third-person']"
adsorbes,"['indicative', 'present', 'second-person', 'singular']"
adsorbes,"['present', 'second-person', 'singular', 'subjunctive']"
adsorbez,"['indicative', 'plural', 'present', 'second-person']"
adsorbez,"['imperative', 'plural', 'second-person']"
adsorbiez,"['plural', 'present', 'second-person', 'subjunctive']"
adsorbiez,"['imperfect', 'indicative', 'plural', 'second-person']"
adsorbions,"['first-person', 'imperfect', 'indicative', 'plural']"
adsorbions,"['first-person', 'plural', 'present', 'subjunctive']"
adsorbons,"['first-person', 'imperative', 'plural']"
adsorbons,"['first-person', 'indicative', 'plural', 'present']"
adsorbâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
adsorbât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
adsorbâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
adsorbèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
adsorbé,"['participle', 'past']"
adsorbée,"['feminine', 'singular']"
adsorbées,"['feminine', 'plural']"
adsorbés,"['masculine', 'plural']"
adula,"['historic', 'indicative', 'past', 'singular', 'third-person']"
adulai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
adulaient,"['imperfect', 'indicative', 'plural', 'third-person']"
adulais,"['first-person', 'imperfect', 'indicative', 'singular']"
adulais,"['imperfect', 'indicative', 'second-person', 'singular']"
adulait,"['imperfect', 'indicative', 'singular', 'third-person']"
adulant,"['gerund', 'participle', 'present']"
adulas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
adulasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
adulassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
adulasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
adulassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
adulassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
adule,"['first-person', 'indicative', 'present', 'singular']"
adule,"['first-person', 'present', 'singular', 'subjunctive']"
adule,"['present', 'singular', 'subjunctive', 'third-person']"
adule,"['imperative', 'second-person', 'singular']"
adule,"['indicative', 'present', 'singular', 'third-person']"
adulent,"['indicative', 'plural', 'present', 'third-person']"
